label,youtube_id,time_start,time_end,split
folding paper,AIOLZAlR0Fs,97,107,train
canoeing or kayaking,AIPmXPxfNRE,214,224,train
air drumming,AISjAEP_FQs,94,104,train
brushing teeth,AITSF8DvYeU,37,47,train
arm wrestling,AITka0gUOrE,15,25,train
playing harmonica,AIVAD9hASmA,18,28,train
playing harp,AIW7dqziZPA,64,74,train
jetskiing,AIWXRAnCFD4,524,534,train
parasailing,AIXeZBbSeAg,205,215,train
snowkiting,AIY4Xjh4bRE,41,51,train
swimming breast stroke,AIZZPrbzHZI,48,58,train
robot dancing,AIaAScIu4vM,4,14,train
punching person (boxing),AIcC3Ks1gSM,6,16,train
cutting watermelon,AIe-33zv2_0,5,15,train
arm wrestling,AIezrzDCQyg,112,122,train
checking tires,AIhC5G3IX6c,37,47,train
catching or throwing baseball,AIigDhnVRI8,9,19,train
changing oil,AIk-JOT6b_8,1,11,train
playing basketball,AImCDLG1qMI,9,19,train
drop kicking,AIpGugM_EdQ,3,13,train
cleaning shoes,AIpKlnr6pUc,9,19,train
blasting sand,AIpMT4qJE9c,134,144,train
playing tennis,AIpbFuFKKyI,14,24,train
jumping into pool,AIpjbcYZlG0,27,37,train
riding or walking with horse,AIpryKrl7Gc,58,68,train
doing laundry,AIq5XtopJn4,11,21,train
making tea,AIrIuRyN5VA,97,107,train
stomping grapes,AIru-L6N_MA,48,58,train
playing cello,AIs4K3d7WlM,187,197,train
playing ukulele,AItPGgBCv-c,85,95,train
pushing cart,AItS8BoDaDg,1,11,train
eating burger,AIuIiq0hBb0,13,23,train
riding camel,AIuIqySe6J0,43,53,train
catching fish,AIuWwyX_2fc,7,17,train
riding or walking with horse,AIvoJWSDBaQ,1,11,train
cooking chicken,AIwHSkuqC1Y,992,1002,train
playing bass guitar,AIxPAWrEEqs,5,15,train
jetskiing,AIzLLnK423w,81,91,train
hula hooping,AJ1iF_uGam0,249,259,train
applauding,AJ4rpVEb324,11,21,train
hammer throw,AJ6GC6VZNdY,3,13,train
finger snapping,AJ9jSCkG9DM,2,12,train
playing monopoly,AJEbVWC2_lc,40,50,train
eating chips,AJElEBw32g0,71,81,train
golf chipping,AJElXbOqz_s,23,33,train
shooting goal (soccer),AJFmpsW5XtA,349,359,train
tai chi,AJG0TRTaOjw,426,436,train
kitesurfing,AJGbQJVZbeY,26,36,train
playing harmonica,AJGo0XZI9bk,40,50,train
golf putting,AJJsbqHx0BY,53,63,train
dribbling basketball,AJMOCUYB3Wk,31,41,train
yoga,AJMpyBEOJ4c,363,373,train
parasailing,AJQAVSyIpLs,16,26,train
making bed,AJR73UkAkZ0,74,84,train
robot dancing,AJRv2OkVZGE,5,15,train
cleaning floor,AJSUZjyxW3s,70,80,train
playing harp,AJSbmcyGf-U,0,10,train
playing keyboard,AJU4aiA5p_w,44,54,train
massaging person's head,AJVCpVOd66I,177,187,train
cleaning pool,AJZ9QGb0lbU,485,495,train
cracking neck,AJ_Z4_FckRo,13,23,train
tango dancing,AJ_a9nQMrWg,13,23,train
cooking chicken,AJaYDaL8kMQ,1883,1893,train
drumming fingers,AJbJAxaoPGg,82,92,train
zumba,AJf4apDbLIk,108,118,train
bowling,AJfGaxl1Uew,6,16,train
driving car,AJfHKZ8o61I,21,31,train
busking,AJfN9gEQmcw,1,11,train
singing,AJfRItp0IvI,14,24,train
pole vault,AJfRPtSkBuo,123,133,train
singing,AJfaQYOLOBs,0,10,train
laughing,AJgw0DOgRMk,1,11,train
disc golfing,AJh16flBfJo,11,21,train
playing cricket,AJhVkhPgc3s,0,10,train
parasailing,AJjAqNxmwMc,15,25,train
milking cow,AJoVJvCjpeg,5,15,train
pole vault,AJptP_weE4w,4,14,train
rock scissors paper,AJq0KPe7mZw,16,26,train
snorkeling,AJqKuQ-OJKw,177,187,train
trimming or shaving beard,AJqQxhaN-0o,105,115,train
vault,AJqlD_hGp_o,11,21,train
dunking basketball,AJqz1_a8bZM,4,14,train
milking cow,AJs5iHADuCo,17,27,train
playing trombone,AJsNC1ZhbGo,91,101,train
hitting baseball,AJsigr3UuK0,18,28,train
climbing tree,AJvGjQFyN44,22,32,train
celebrating,AJvwYg6JwsA,22,32,train
opening present,AJyR5FRZcrA,111,121,train
drop kicking,AJyRP5eJD6E,1,11,train
shaving head,AJyd5hU2c8I,197,207,train
playing basketball,AJyptA7gShg,23,33,train
bowling,AK-IhDLs-M0,0,10,train
headbanging,AK0jarh5r2k,270,280,train
cartwheeling,AK0oJ4VL04s,3,13,train
flying kite,AK2_luh_P8g,18,28,train
washing dishes,AK5Yg18bmJY,53,63,train
biking through snow,AK7JjUDKyN8,130,140,train
salsa dancing,AK7goyUx5-M,92,102,train
breading or breadcrumbing,AK8ggarPxeA,140,150,train
snowboarding,AK8r7Ugjy2o,41,51,train
ice climbing,AKByQgNsg1I,68,78,train
opening present,AKDaUFf6ShA,140,150,train
laying bricks,AKDsmj4mT8s,68,78,train
bee keeping,AKKPvHT5OpY,94,104,train
laughing,AKLTg8CdagM,149,159,train
playing clarinet,AKMCjfR39P4,66,76,train
jogging,AKMlIgOtnDA,37,47,train
eating watermelon,AKMlPf9T6kI,1,11,train
bobsledding,AKNJwAnGiXA,66,76,train
dying hair,AKO1Ho6KkL0,395,405,train
tobogganing,AKO5xFQbqnU,66,76,train
wrapping present,AKPB9vswo8Y,53,63,train
drinking beer,AKPM2BVWnBs,36,46,train
shot put,AKPnpKzVrEI,13,23,train
playing tennis,AKQNDu26i_A,26,36,train
swimming butterfly stroke,AKQmm1mp9DQ,625,635,train
waxing chest,AKRqdgFIrMc,3,13,train
crying,AKST_IXk-6Y,15,25,train
carving pumpkin,AKSwYhX-lYI,55,65,train
ice skating,AKTmjl_DAgE,4,14,train
crawling baby,AKX8NEL__1M,50,60,train
waxing legs,AKY4qKKI8d0,45,55,train
headbanging,AKYlISgZnGo,1,11,train
motorcycling,AK_OE--vxB4,80,90,train
cleaning toilet,AK_TMVxHXlk,133,143,train
riding or walking with horse,AKa8DX8BCXk,36,46,train
balloon blowing,AKg7txr5C8w,4,14,train
applying cream,AKlWc3Bfr_E,30,40,train
skipping rope,AKoregkLJgc,70,80,train
feeding fish,AKovxKz6vIQ,103,113,train
canoeing or kayaking,AKpYyMCT0xY,397,407,train
crawling baby,AKq0hFkbbUE,256,266,train
roller skating,AKr4x8wStbs,148,158,train
playing ukulele,AKtvgTlKpxc,33,43,train
skiing (not slalom or crosscountry),AKuONW70hbY,216,226,train
playing accordion,AKvmVIV4XUA,27,37,train
playing recorder,AKw1hJ58ysw,15,25,train
waxing back,AKwADXm5BKQ,0,10,train
counting money,AKz-oKba7jo,44,54,train
shaking hands,AL1-e2foDG0,3,13,train
eating chips,AL38zuKUx1E,119,129,train
catching or throwing frisbee,AL3Q3t0muPQ,1,11,train
bandaging,AL6EqSqgIZo,10,20,train
knitting,AL6vy_VeC1M,538,548,train
eating chips,AL8K2zKZ-Rs,2,12,train
crossing river,AL8_-6kZkTU,10,20,train
clean and jerk,AL9x9TLHGdk,9,19,train
sniffing,ALAhkFwfQoM,47,57,train
somersaulting,ALBTx67MlTw,1,11,train
golf putting,ALDLMqR8Ooo,12,22,train
cleaning pool,ALDPysE7wIs,97,107,train
eating chips,ALDrUvhk6E8,17,27,train
playing controller,ALEBdMU7BJw,1,11,train
front raises,ALEGVBbuUEU,4,14,train
milking cow,ALFx-eJuGso,282,292,train
waxing legs,ALKxt135Jiw,438,448,train
cleaning toilet,ALNFCAcWPz8,2,12,train
pushing wheelchair,ALO8REjsNXc,16,26,train
presenting weather forecast,ALR1A9GgXWE,76,86,train
walking the dog,ALS-TirUX-4,17,27,train
cutting nails,ALTbvDKts5I,4,14,train
opening present,ALUNeA3RCfM,6,16,train
sailing,ALX3J3ch-ao,277,287,train
pull ups,ALX40RJd_GU,0,10,train
marching,ALXV-SzmxAc,71,81,train
tango dancing,ALXiNAWwjXw,306,316,train
brush painting,ALXpMGUaUlg,63,73,train
playing controller,ALXwuL4l8u0,0,10,train
canoeing or kayaking,ALYQac0lnOI,144,154,train
washing feet,ALYcF8_21Cw,121,131,train
texting,ALZgCQ70si0,54,64,train
mowing lawn,ALZqVPcFbi0,1,11,train
brush painting,ALZxokw2VXs,9,19,train
pushing cart,AL_fw3NfUWQ,86,96,train
high jump,AL_o22sn0fg,36,46,train
throwing ball,ALanQMIYZfs,3,13,train
playing harp,ALc8zzgUksE,93,103,train
tango dancing,ALckuKgJlUU,45,55,train
golf putting,ALhGYUgHk3c,2,12,train
tapping guitar,ALkjr58zwFI,172,182,train
wrapping present,ALmF-slrciU,43,53,train
playing trombone,ALnIeNKoWLw,218,228,train
shot put,ALnvlijKCQo,0,10,train
changing oil,ALoQJ1-T9d4,41,51,train
smoking hookah,ALogWhlXEwg,1,11,train
pushing car,ALpAjI-vo2M,7,17,train
playing bass guitar,ALpX4KHQ0us,98,108,train
walking the dog,ALpmNvfUUYc,2,12,train
assembling computer,ALqZJmcVhTw,1514,1524,train
doing nails,ALqZpLyQHLQ,19,29,train
playing poker,ALqcONL2vus,0,10,train
dying hair,ALrZZeAL1tM,128,138,train
shooting basketball,ALtxIOGjMgc,100,110,train
cleaning floor,ALuLyCkzCt8,60,70,train
eating ice cream,ALuN8-5qs5I,73,83,train
strumming guitar,ALxRkSHehYM,280,290,train
folding napkins,AM-kY0Elo8E,25,35,train
snowboarding,AM09UrOKOVg,93,103,train
beatboxing,AM0NjPM5Uhs,36,46,train
walking the dog,AM0lqxz2v8U,9,19,train
getting a tattoo,AM1BEkyeBBI,49,59,train
playing violin,AM1DHUX0o-k,290,300,train
folding napkins,AM3vF3Yt2es,6,16,train
jumpstyle dancing,AM6e2lAtFpM,130,140,train
answering questions,AM6ea8PwYjo,1493,1503,train
egg hunting,AM9jtoVwn6M,21,31,train
cutting pineapple,AMD-wD2EQ_0,9,19,train
drinking,AMEV4LnE7-4,37,47,train
hugging,AMEr4gSTY2Y,48,58,train
brushing teeth,AMGxipvSZ4s,1,11,train
drinking beer,AMHSDMNI4l8,0,10,train
climbing a rope,AMHZMCk98Y8,5,15,train
using computer,AMJJz9q-t_c,25,35,train
playing bass guitar,AMK-vfjdQQ4,24,34,train
catching or throwing frisbee,AMKbqJJGXZc,24,34,train
pumping fist,AMMex_3Se4Q,1,11,train
spray painting,AMP9VAbeGtk,10,20,train
playing chess,AMPAVJiGv5c,74,84,train
crossing river,AMPKQlRUClo,4,14,train
pole vault,AMPuvmXC1pY,0,10,train
catching or throwing softball,AMSnuIPMoTI,29,39,train
playing saxophone,AMT8lLEvZDk,159,169,train
pumping fist,AMUbPgLfMBM,5,15,train
playing trombone,AMUn6gvN1-I,20,30,train
dancing gangnam style,AMVYzMB2AUY,14,24,train
dancing macarena,AMVoJHPrmNo,72,82,train
skateboarding,AMVtUJUeLzw,2291,2301,train
busking,AMX1yfcLoV4,56,66,train
snorkeling,AMZiE8V7UR4,90,100,train
snowmobiling,AM_H-aYiK2E,16,26,train
dancing ballet,AMbv5AAbEko,98,108,train
playing didgeridoo,AMdQ3YEDuZs,3,13,train
snowkiting,AMetHjl0gb0,39,49,train
playing cymbals,AMfBgZnfQEU,104,114,train
punching bag,AMh_61AvfEA,0,10,train
riding or walking with horse,AMigJKW2nE8,280,290,train
dancing charleston,AMj3iErPtaY,87,97,train
wrapping present,AMkyUP8U6go,18,28,train
finger snapping,AMl8P-99F4w,75,85,train
clay pottery making,AMm7ALcj7FI,89,99,train
throwing axe,AMmyXrjJ0ow,3,13,train
ironing,AMoujv0QLCo,221,231,train
passing American football (in game),AMp1BDQsyHE,0,10,train
yoga,AMqMrDLBYro,2467,2477,train
ice climbing,AMqkKhEM2Zs,411,421,train
folding clothes,AMscqWKWAgE,27,37,train
parasailing,AMshq08eml8,2,12,train
breading or breadcrumbing,AMt9XOteeWI,349,359,train
punching person (boxing),AMuT9YPT5HA,38,48,train
krumping,AMv-7wg-48c,3,13,train
swimming backstroke,AMyWbOhNRRk,13,23,train
skiing (not slalom or crosscountry),AMyXpOQij7Q,68,78,train
paragliding,AMzdVOLtCYU,15,25,train
juggling balls,AN-R7Rr3cFE,12,22,train
headbanging,AN0W46ZBaGY,157,167,train
petting animal (not cat),AN1ynfkm_nQ,46,56,train
blowing glass,AN5QY2iZ3n8,12,22,train
riding elephant,AN98h94oQZk,15,25,train
grooming dog,ANBwvVqukrA,132,142,train
mowing lawn,ANByQSke7HY,0,10,train
paragliding,ANCQdadVsqo,136,146,train
surfing crowd,ANCryb67tIg,1,11,train
testifying,ANEYUQ22VSE,58,68,train
skydiving,ANFn8HW4PYs,9,19,train
motorcycling,ANGImatwGUs,4,14,train
flipping pancake,ANHX01cnyEE,7,17,train
singing,ANJfLBavP5M,171,181,train
texting,ANKphZGq79k,10,20,train
barbequing,ANLJjxZHqw0,4,14,train
drinking shots,ANMl18rXTAY,0,10,train
sticking tongue out,ANN7yozoric,1,11,train
snowmobiling,ANNWXBx2vpc,149,159,train
opening bottle,ANNw1NcePKk,4,14,train
climbing tree,ANOQClP_Utw,3,13,train
counting money,ANP6kHuA2_A,71,81,train
folding napkins,ANP_X-Z_Cqw,88,98,train
golf putting,ANQ8ZgMBeZ8,101,111,train
waxing legs,ANR1oriDCg8,18,28,train
disc golfing,ANSn-WCsSfE,23,33,train
pushing cart,ANTnUkL_7oQ,22,32,train
massaging legs,ANVFN217M9g,279,289,train
parasailing,ANXownhOO0M,59,69,train
jumpstyle dancing,ANZuCSEPuYI,9,19,train
braiding hair,ANbS9F-JqjU,80,90,train
pushing cart,ANe5i25zEb0,188,198,train
massaging person's head,ANefxff35vE,14,24,train
washing hands,ANf4b4YzTT4,0,10,train
paragliding,ANf8vZ3UqHc,287,297,train
snowboarding,ANflNRFY7y4,37,47,train
somersaulting,ANfocmrAwtM,8,18,train
carving pumpkin,ANfplteGF1A,39,49,train
ripping paper,ANg26BZdVuk,9,19,train
playing badminton,ANgPowr0Zpw,13,23,train
krumping,ANjIrHma9U8,53,63,train
brushing teeth,ANk9kYZ9mJk,21,31,train
slapping,ANkNJt-sGb0,10,20,train
contact juggling,ANl6rDv7vHQ,135,145,train
training dog,ANlATS3qhvk,119,129,train
belly dancing,ANlBjjmFhK8,158,168,train
capoeira,ANlXr4l8ub4,69,79,train
vault,ANmTeCSsFwQ,40,50,train
hula hooping,ANnJd_HOaPY,21,31,train
breakdancing,ANnxsAoOW4M,32,42,train
swimming backstroke,ANoEGTA_OV0,0,10,train
texting,ANpjJUquOnU,123,133,train
eating burger,ANrJNEFlbtw,130,140,train
skiing slalom,ANt7A6PcgtY,354,364,train
feeding goats,ANtVg-52T2M,46,56,train
tying tie,ANtxygckxo4,59,69,train
hammer throw,ANyk-hJGI7Y,3,13,train
playing cymbals,ANzRR0GZixw,1,11,train
playing badminton,ANzwimB3U5k,31,41,train
shaving legs,AO-0r8H2DOo,26,36,train
blowing out candles,AO-pAoMAH7o,31,41,train
abseiling,AO0gugLQK0A,267,277,train
bookbinding,AO1ey8-mLdg,52,62,train
shoveling snow,AO2CeOhx2ss,10,20,train
biking through snow,AO3XTS8O0FA,83,93,train
capoeira,AO5J36PlYa4,8,18,train
tap dancing,AO7-gKpJXvo,33,43,train
spray painting,AOAz1d15v9E,76,86,train
tobogganing,AOD8sLfC0pA,1,11,train
playing drums,AOFTZF6AFz4,39,49,train
juggling balls,AOHBI3Zcy8M,393,403,train
washing hair,AOHHZUL0zxw,131,141,train
tying bow tie,AONAgHvJRnU,0,10,train
parkour,AOPT8z4M9RI,0,10,train
playing violin,AOPvFpwN1CY,104,114,train
playing keyboard,AORC-QChH3M,89,99,train
headbutting,AOSwCfoVpEM,3,13,train
strumming guitar,AOUzrZzAOTI,11,21,train
eating chips,AOV781NPr9Q,2,12,train
playing cards,AOVsvtVqJyc,306,316,train
massaging back,AOXvlbg4lQI,983,993,train
clay pottery making,AOZmCfTPlIE,53,63,train
riding elephant,AObCKSJaP8k,39,49,train
archery,AObNt2K5oWQ,4,14,train
eating burger,AObYuoaz-7o,245,255,train
using computer,AObyH1P4ams,28,38,train
skiing slalom,AOcnxF1jGgY,33,43,train
bench pressing,AOetru_wtBA,0,10,train
high kick,AOf-vJm_E_8,0,10,train
stretching leg,AOg0i0rVmLM,26,36,train
riding or walking with horse,AOhEcBLDeu0,217,227,train
golf driving,AOhIoyYBAgQ,9,19,train
curling hair,AOi5M9ItAL4,810,820,train
folding paper,AOjSso51rFM,15,25,train
somersaulting,AOjy2k9DUvc,5,15,train
welding,AOmYk8a5Cxk,518,528,train
situp,AOn5153KmZ8,28,38,train
dunking basketball,AOolNpwZnV0,86,96,train
garbage collecting,AOpGhAdQFEY,78,88,train
playing drums,AOqGL9XVn7A,216,226,train
doing aerobics,AOqUwBq6IHg,173,183,train
golf putting,AOqkcj_-EYA,8,18,train
eating watermelon,AOqpDdrX4yg,0,10,train
pumping gas,AOvG9RP80f0,121,131,train
playing cello,AOwlzRI16_o,142,152,train
playing tennis,AOxvbP4pTzU,469,479,train
doing nails,AOyklq1i4GE,36,46,train
folding paper,AOzUq7VWWNU,11,21,train
tango dancing,AP-5YwPYfz4,96,106,train
playing paintball,AP-8TdoXdYg,7,17,train
ice skating,AP-lni_LQRg,35,45,train
smoking,AP-on4Z5hP4,36,46,train
crawling baby,AP-qQ0-Uaqw,0,10,train
marching,AP-t0bXSkZw,2,12,train
cheerleading,AP-y61A3wHU,51,61,train
climbing tree,AP22W9Pqh8c,10,20,train
balloon blowing,AP7QVFQWGYQ,26,36,train
cooking chicken,AP9g-NvAQwY,83,93,train
abseiling,APDoqgK_DEo,1304,1314,train
hurdling,APEAXVuWOFQ,3,13,train
drinking,APEMqmz8_CI,46,56,train
scrambling eggs,APEhqbmctSY,171,181,train
hurling (sport),APHhocnixW0,328,338,train
belly dancing,API52BCZIMA,113,123,train
extinguishing fire,APKaiw_QECo,3,13,train
digging,APMm8wX7_zM,19,29,train
riding mule,APNhiKmRAXM,11,21,train
biking through snow,APO64Dk7yX0,91,101,train
playing cards,APOjAw4Hf84,129,139,train
using computer,APTB6FTzY5Q,142,152,train
folding clothes,APUc4PVsLmI,455,465,train
tobogganing,APWIYtm929o,12,22,train
getting a tattoo,APX79xePXdY,2,12,train
rock scissors paper,APZ54W0gPCY,29,39,train
smoking,AP_C0CQnoH0,73,83,train
driving car,AP_FivWBJU8,48,58,train
golf driving,AP_Q3-8PGls,26,36,train
tango dancing,AP_hLtI_EIg,87,97,train
playing paintball,AP_uUVGy-sI,4,14,train
ski jumping,APb3DXMR8Sw,1,11,train
making jewelry,APb6PFwpCHs,213,223,train
cleaning windows,APfGwAeflp0,82,92,train
pushing cart,APfmLIKn_wg,1,11,train
climbing tree,APhHYXcowkA,98,108,train
catching or throwing softball,APjmvdvawZQ,0,10,train
catching or throwing baseball,APkDak34W-4,6,16,train
busking,APn9xRBAkIY,1,11,train
celebrating,APoOmoHN-bc,0,10,train
playing violin,APoSE_e91ZE,23,33,train
playing basketball,APpHdzJrAzk,33,43,train
playing trombone,APpXdcvkacM,499,509,train
feeding fish,APq9zOKBzBk,0,10,train
peeling apples,APrL6SrsmsM,1,11,train
clay pottery making,APsTgL9Ktdw,32,42,train
playing badminton,APue0PXCmzo,67,77,train
biking through snow,APugGaIZMMA,33,43,train
throwing discus,APws4uxlpp4,9,19,train
snowkiting,APx05L5tGXc,15,25,train
changing wheel,APxF3f3m4C8,10,20,train
garbage collecting,APxra_aLgmo,3,13,train
cutting watermelon,APyX5CyoKyM,7,17,train
tapping guitar,APzFLBthRX4,23,33,train
playing harmonica,APzOe5o8EtE,294,304,train
bartending,APzS0Exkh00,50,60,train
diving cliff,AQ-0e1zJEzM,16,26,train
spray painting,AQ-60I3ioNo,50,60,train
spray painting,AQ-RIHiBrVw,553,563,train
feeding birds,AQ0Tvz4MOSI,9,19,train
yoga,AQ33-Jmn3J8,132,142,train
playing tennis,AQ3bm8nnfEU,27,37,train
crossing river,AQ4KCgc9qXg,42,52,train
shearing sheep,AQ4UTaXkr_8,91,101,train
headbutting,AQ5HMrostr0,100,110,train
checking tires,AQ5mJn-V8jw,80,90,train
exercising arm,AQ80BD5gDyI,6,16,train
welding,AQA15E6qBIY,8,18,train
ice skating,AQAEpltSZ6E,50,60,train
swimming backstroke,AQAYA3O-hb0,7,17,train
long jump,AQAotN25nDM,55,65,train
bending metal,AQD0DaCEJtk,32,42,train
playing poker,AQEvwdUB3Fo,40,50,train
feeding goats,AQG9kiEL67w,21,31,train
doing nails,AQH42WWTyOw,17,27,train
pole vault,AQI94HZj5zA,7,17,train
squat,AQK4b5T_CrI,43,53,train
playing violin,AQKBSHQcHd8,3,13,train
dancing ballet,AQKWUxPHDRA,297,307,train
vault,AQKZVEVC_Mo,4,14,train
massaging legs,AQKvZeuTETE,15,25,train
feeding goats,AQL6Fd1_E3s,1,11,train
singing,AQLI3jFUjU4,160,170,train
drinking beer,AQMfQbSnCVQ,22,32,train
finger snapping,AQOG-LWHFq0,3,13,train
grooming dog,AQQT21DBT_E,40,50,train
shaking head,AQQisCNB4UY,1,11,train
crying,AQQms8aTJsw,40,50,train
bench pressing,AQSny-woTSY,0,10,train
playing harmonica,AQTDRjc05j4,13,23,train
long jump,AQUT1Pq4ia0,2,12,train
celebrating,AQW9i0DXU9Q,27,37,train
braiding hair,AQZFvL3ItiI,95,105,train
fixing hair,AQZQMW6UJ0Y,3,13,train
bending back,AQ_0HUVRQT0,0,10,train
welding,AQ_XveNnns0,70,80,train
using remote controller (not gaming),AQ_hGsCcS9E,55,65,train
playing drums,AQ_w7pZQj64,241,251,train
folding clothes,AQaygMdrsuM,2,12,train
side kick,AQbnZHm1m2c,6,16,train
using remote controller (not gaming),AQdPCjWyEd8,40,50,train
singing,AQePo6O32DY,459,469,train
spray painting,AQfZ8uOATek,0,10,train
spray painting,AQg5iUgwaDo,361,371,train
playing bass guitar,AQgkbHRFR2s,39,49,train
throwing discus,AQkpXGALj6k,4,14,train
ski jumping,AQkx5Gkom2Y,126,136,train
golf putting,AQmUE_QmG3M,0,10,train
playing bass guitar,AQqNK8QNuf0,182,192,train
juggling soccer ball,AQsBseTBlUA,11,21,train
drinking shots,AQu7FpilvL0,1,11,train
hammer throw,AQw5UbDjYrk,3,13,train
holding snake,AQyFv3B1nyg,87,97,train
texting,AQyagXtC6k4,2,12,train
playing cards,AQyh8UvZYac,24,34,train
catching or throwing frisbee,AQyzeVaED48,93,103,train
tobogganing,AQzZkf49d1s,3,13,train
biking through snow,AR3jjZukfkk,177,187,train
golf putting,AR6aq-GB7LQ,0,10,train
salsa dancing,AR7ZeXVf008,134,144,train
folding paper,AR7gqNO5Hno,70,80,train
waxing legs,AR9EueLz0ec,8,18,train
making snowman,ARAwetZ80cM,245,255,train
digging,ARBslNR45No,11,21,train
playing keyboard,ARCRNW-5BoM,64,74,train
bungee jumping,ARD1V0wE7Jg,157,167,train
tango dancing,ARDIpwak3n0,3,13,train
marching,ARDQciMQGew,69,79,train
gymnastics tumbling,ARDaSThCMEg,0,10,train
driving car,ARDgfHJ_0nM,68,78,train
blowing out candles,ARFuIr8BohM,24,34,train
sanding floor,ARGWjCviF0k,170,180,train
snowboarding,ARH19PfqAAA,177,187,train
using computer,ARH2FU6HMWc,12,22,train
tying knot (not on a tie),ARHO3vQ8mQ0,3,13,train
jogging,ARHoWABE2Aw,1,11,train
playing basketball,ARI30DM2Qxk,16,26,train
somersaulting,ARIynAeSB0M,1,11,train
playing keyboard,ARJD4M-DnCY,27,37,train
walking the dog,ARKIDycpUvo,105,115,train
dunking basketball,ARKMcWfHJoE,118,128,train
riding mule,ARNROibm_PU,68,78,train
eating watermelon,ARRirW9UW_0,0,10,train
biking through snow,ART85XFzk_8,50,60,train
archery,ARYujQ2f1rQ,30,40,train
playing tennis,ARb0rBemhFE,25,35,train
knitting,ARbEleGasgo,27,37,train
pole vault,ARbXqNnNLGA,3,13,train
driving car,ARbshNH8zQw,62,72,train
catching or throwing frisbee,ARd8lMS_iHM,3,13,train
abseiling,ARe0QmAVjLw,4,14,train
headbanging,ARgCV5f9hZE,14,24,train
waxing chest,ARjT3co3bU4,301,311,train
laughing,ARlnoWVbhP4,146,156,train
throwing axe,ARm1c6n-4v0,0,10,train
playing bass guitar,ARmv6F_o80g,356,366,train
blowing out candles,ARnh10qKYOM,53,63,train
applying cream,ARoPFHkaXaE,40,50,train
playing trombone,ARpHmdCcvGg,49,59,train
snowboarding,ARqGMyCP9eQ,37,47,train
playing clarinet,ARqKIw3vV3E,343,353,train
texting,ARrWwHp2boI,7,17,train
hurdling,ARupe9YB5Rc,3,13,train
playing harp,ARvX5J5WTvE,2,12,train
javelin throw,ARwIHf4JAfE,18,28,train
clapping,ARwQDWsSlaU,16,26,train
eating doughnuts,ARxkyhil0Jc,235,245,train
reading book,ARxoR1vxPZM,40,50,train
wrapping present,ARy-T3Tfulg,87,97,train
playing monopoly,ARyxbL1eYGw,21,31,train
playing guitar,AS0lhcw6Ydg,33,43,train
paragliding,AS0oO_Poz0A,4,14,train
paragliding,AS2-cSHwVEQ,71,81,train
blasting sand,AS3dHefrWj0,65,75,train
drop kicking,AS6k7hPeAfc,4,14,train
massaging feet,AS79PhZxXBo,55,65,train
arm wrestling,AS7tmJmdol8,5,15,train
faceplanting,AS82lDiJlJI,13,23,train
paragliding,AS8ZEVG933s,131,141,train
playing trombone,AS8bG4QnY94,13,23,train
high jump,ASArCc4_PJs,8,18,train
playing controller,ASBOS7VdDKs,0,10,train
rock climbing,ASBREkYHMDs,2,12,train
cutting nails,ASC-vISo5Cs,13,23,train
tying knot (not on a tie),ASCbMOVFxEM,17,27,train
massaging legs,ASCwT5gk3c0,10,20,train
cracking neck,ASEMe-jeb1s,21,31,train
pushing car,ASFULUOQg0Q,2,12,train
ripping paper,ASGgrh4bKTQ,2,12,train
playing bass guitar,ASHKsfDRrnw,52,62,train
eating ice cream,ASJhvsN63yw,25,35,train
hopscotch,ASMBCSQakUg,42,52,train
situp,ASPIGOJOUsk,5,15,train
throwing ball,ASQ9vwk4Qwg,38,48,train
ski jumping,ASUUUsV3Di0,100,110,train
trimming trees,ASWVZtOAZPo,7,17,train
lunge,ASXezcj_W6M,11,21,train
kissing,ASZAoplmqu8,34,44,train
spinning poi,ASaqm63e3uc,91,101,train
making pizza,ASb2ky9RQYA,7,17,train
side kick,ASchqfh2D1U,4,14,train
swimming backstroke,ASctcgqXG3I,253,263,train
crying,ASd3yePZ0BI,17,27,train
mowing lawn,ASdnnqU_D_Q,13,23,train
bungee jumping,ASe3qF_X3vI,0,10,train
hurling (sport),AShUFgFwlKI,252,262,train
texting,AShkbjGEk-k,59,69,train
